paperId,title,year,citationCount,cites_per_year,subfield,fieldsOfStudy,doi,landmark,abstract
W4410867610,Incorporating echo state network and sand cat swarm optimization algorithm based on quantum for named entity recognition,2025,1,1.0,General RC / ESN Methods,Computer Science; Physical Sciences,https://doi.org/10.1038/s41598-025-02275-6,,"Named entity recognition (NER) has been seen as a fundamental component for various natural language processing (NLP) tasks, such as extracting information and answering questions. NER is used to comprehend the significance of information within a given context, and it also aids in retrieving and or"
W4413698022,Modelling high-resolution spatio-temporal wind with deep echo state networks and stochastic partial differential equations,2025,1,1.0,General RC / ESN Methods,Earth and Planetary Sciences; Physical Sciences,https://doi.org/10.1093/jrsssc/qlaf045,,"Abstract In the past decades, clean and renewable energy has gained increasing attention due to a global effort on carbon footprint reduction. In particular, Saudi Arabia is gradually shifting its energy portfolio from an exclusive use of oil to a reliance on renewable energy, and, in particular, wi"
W4413123451,A Multi-Step Anomaly Warning Method for Lithium-Ion Batteries Based on Multi-Dimensional Feature Fusion and Enhanced Echo State Network,2025,1,1.0,Nonlinear Dynamics & Chaos,Engineering; Physical Sciences,https://doi.org/10.1149/1945-7111/adf9ce,,"As the primary electrochemical energy storage device in electric vehicles, the health status of lithium-ion batteries plays a crucial role in determining battery longevity and operational safety. To facilitate early detection of potential anomalies in battery packs, we introduce a multi-step anomaly"
W4416931290,Energy structure analysis of the process heating system in crude glycerin refinery using a physics-guided dual-region echo state network for multirate steam modeling,2025,1,1.0,General RC / ESN Methods,Computer Science; Physical Sciences,https://doi.org/10.1016/j.applthermaleng.2025.129365,,
W4413043017,A zone-based NMPC scheme integrated with an autoregressive echo state network model: An experimental evaluation in an electrical submersible pump-lifted oil well pilot plant,2025,1,1.0,General RC / ESN Methods,Computer Science; Physical Sciences,https://doi.org/10.1016/j.compchemeng.2025.109304,,
W4408063055,Refining High-Quality Labels Using Large Language Models to Enhance Node Classification in Graph Echo State Network,2025,1,1.0,General RC / ESN Methods,Computer Science; Physical Sciences,https://doi.org/10.5220/0013220600003890,,
W4407913935,High-resolution urban air quality monitoring from citizen science data with echo-state transformer networks,2025,2,2.0,General RC / ESN Methods,Environmental Science; Physical Sciences,https://doi.org/10.1093/jrsssc/qlaf007,,"Abstract Citizen science data for monitoring air pollution have recently emerged as a powerful yet under-explored resource to complement expensive and sparse national air quality monitors. In urban environments, these new data have the potential to allow for high-resolution and high-frequency foreca"
W4412567119,Safety-Enhanced Formation Maneuver Control for Electric Vehicle With Edge-Weighted Topology and Reinforcement Learning Strategy,2025,20,20.0,Mathematics & Theory,Engineering; Physical Sciences,https://doi.org/10.1109/taes.2025.3588126,,"Electric Vehicle Fleet (EVF) provides a promising solution for complex missions, while excessive fleet members and obstacle-rich mission environments increase collision probability, thereby threatening system security. Within this context, this paper investigates a collision-free formation maneuver "
W4416209495,Exploring the realms of echo state networks,2025,0,0.0,General RC / ESN Methods,Computer Science; Physical Sciences,https://doi.org/10.1016/b978-0-443-29981-0.00014-8,,
W4417316354,Echo State Network with Information Inheritance Properties,2025,0,0.0,Nonlinear Dynamics & Chaos,Computer Science; Physical Sciences,https://doi.org/10.1142/s0218127426500458,,"Chaotic systems are highly sensitive to initial conditions, and the extreme unpredictability of their dynamic behavior poses significant challenges for precise prediction. Original Echo State Network (OESN) has limitations in feature extraction and is insufficient for hierarchical modeling when appl"
W4407364977,echos: Echo State Networks for Time Series Modeling and Forecasting,2025,0,0.0,General RC / ESN Methods,Computer Science; Physical Sciences,https://doi.org/10.32614/cran.package.echos,,Provides a lightweight implementation of functions and methods for fast and fully automatic time series modeling and forecasting using Echo State Networks (ESNs).
W4417487577,Research on deep echo state networks with reservoir interactions,2025,0,0.0,General RC / ESN Methods,Computer Science; Physical Sciences,https://doi.org/10.1016/j.eswa.2025.130861,,
W7104007477,Echo state networks for turbulence modeling,2025,0,0.0,Nonlinear Dynamics & Chaos,Computer Science; Physical Sciences,https://doi.org/10.22032/dbt.67096,,"Die Turbulenz ist ein bekanntes Beispiel für deterministisches Chaos, bei dem bekannte nichtlineare Bewegungsgleichungen zu einem chaotischen System führen, für das es bisher keine theoretische Lösung gibt. Das maschinelle Lernen (ML) hingegen behauptet, dass eine Gruppe zufällig verbundener Neurone"
W4411870821,Characterising the Edge of Chaos in Echo State Networks,2025,0,0.0,Nonlinear Dynamics & Chaos,Computer Science; Physical Sciences,https://doi.org/10.2139/ssrn.5334040,,
W4411640584,Theory of Temporal Pattern Learning in Echo State Networks,2025,0,0.0,General RC / ESN Methods,Computer Science; Physical Sciences,https://doi.org/10.1101/2025.06.23.661158,,"Echo state networks are well-known for their ability to learn temporal patterns through simple feedback to a large recurrent network with random connections. However, the learning process itself remains poorly understood. We develop a quantitative theory that explains learning in a regime where the "
W4410049202,Echo State Network Applied for Classification of Medium Voltage Insulators,2025,0,0.0,General RC / ESN Methods,Engineering; Physical Sciences,https://doi.org/10.21203/rs.3.rs-6558166/v1,,
W4411874056,Enhancing agricultural commodity price forecasting with deep learning,2025,18,18.0,Nonlinear Dynamics & Chaos,Decision Sciences; Social Sciences,https://doi.org/10.1038/s41598-025-05103-z,,"Accurate forecasting of agricultural commodity prices is essential for market planning and policy formulation, especially in agriculture-dependent economies like India. Price volatility, driven by factors such as weather variability and market demand fluctuations, poses significant forecasting chall"
W4406735559,Unsupervised Learning in Echo State Networks for Input Reconstruction,2025,0,0.0,Physical & Hardware RC,Computer Science; Physical Sciences,https://doi.org/10.48550/arxiv.2501.11409,,"Echo state networks (ESNs) are a class of recurrent neural networks in which only the readout layer is trainable, while the recurrent and input layers are fixed. This architectural constraint enables computationally efficient processing of time-series data. Traditionally, the readout layer in ESNs i"
W4416260986,Echo State Networks for Bitcoin Time Series Prediction,2025,0,0.0,General RC / ESN Methods,Computer Science; Physical Sciences,https://doi.org/10.1007/978-981-95-4109-6_25,,
W4410601848,Research and Application of Improved Echo State Network Based on Error Optimization,2025,0,0.0,General RC / ESN Methods,Computer Science; Physical Sciences,https://doi.org/10.1007/978-981-96-2528-4_26,,
W4415673417,Unsupervised Learning in Echo State Networks for Input Reconstruction,2025,0,0.0,Physical & Hardware RC,Computer Science; Physical Sciences,https://doi.org/10.1162/neco.a.38,,"Echo state networks (ESNs) are a class of recurrent neural networks in which only the readout layer is trainable, while the recurrent and input layers are fixed. This architectural constraint enables computationally efficient processing of time-series data. Traditionally, the readout layer in ESNs i"
W4410846584,Leveraging Echo State Networks for DDoS Detection in Software-Defined Networking,2025,0,0.0,General RC / ESN Methods,Computer Science; Physical Sciences,https://doi.org/10.4018/979-8-3373-0735-0.ch007,,"Software-Defined Networking (SDN) has ushered in a new era of network architecture, offering unparalleled flexibility and adaptability. However, this inherent flexibility also exposes SDN to security vulnerabilities, including Distributed Denial of Service (DDoS) attacks. Detecting and mitigating DD"
W4413220623,Establishing Echo State Network in Order to Be Used in Online Application,2025,0,0.0,General RC / ESN Methods,Computer Science; Physical Sciences,https://doi.org/10.1007/s43069-025-00514-0,,
W4414085599,Predicting complex time series with deep echo state networks,2025,0,0.0,Nonlinear Dynamics & Chaos,Computer Science; Physical Sciences,https://doi.org/10.1063/5.0283425,,"Although many real-world time series are complex, developing methods that can learn from their behavior effectively enough to enable reliable forecasting remains challenging. Recently, several machine-learning approaches have shown promise in addressing this problem. In particular, the echo state ne"
W7111741574,Towards fully automated learning in Echo State Networks,2025,0,0.0,General RC / ESN Methods,Computer Science; Physical Sciences,,,"En aquest projecte, s'implementen i s'analitzen diferents models per millorar les prediccions de les Xarxes d'Estat Eco (Echo State Networks (ESN)). Les ESN són un tipus de model neuronal de reservoir computing que utilitza xarxes neuronals recurrents amb connexions escasses, caracteritzades per la "
W4406841448,Hierarchical Count Echo State Network Models with Application to Graduate Student Enrollments,2025,0,0.0,General RC / ESN Methods,Computer Science; Physical Sciences,https://doi.org/10.48550/arxiv.2501.14698,,Poisson autoregressive count models have evolved into a time series staple for correlated count data. This paper proposes an alternative to Poisson autoregressions: count echo state networks. Echo state networks can be statistically analyzed in frequentist manners via optimizing penalized likelihood
